entry_date,exit_date,entry_price,exit_price,shares,pnl
2023-03-22,2023-03-24,22.94,23.94,84592.78,84629.61
2023-03-28,2023-04-05,23.94,25.15,84626.13,103033.64
2023-04-11,2023-04-14,24.94,24.87,85362.86,-5639.58
2023-04-17,2023-05-03,24.55,25.64,86478.71,94678.48
2023-05-08,2023-07-13,25.47,22.05,87055.44,-298428.92
2023-07-17,2023-07-19,21.69,22.03,88465.1,29396.61
2023-07-20,2023-09-18,22.0,21.51,88579.65,-42979.91
2023-09-20,2023-10-18,21.02,21.57,90673.34,50238.21
2023-10-24,2023-11-28,21.43,21.63,91279.72,18311.23
2023-12-05,2023-12-20,22.66,23.2,87137.35,47720.84
2023-12-21,2023-12-27,23.12,23.11,87463.31,-840.27
2023-12-29,2024-03-05,22.9,20.65,88270.77,-197795.81
2024-03-11,2024-03-12,20.56,20.36,88686.19,-17159.47
2024-03-13,2024-03-14,20.46,20.67,88266.87,18786.67
2024-03-15,2024-03-28,20.53,21.57,88890.82,92876.38
2024-04-05,2024-04-08,22.82,23.65,84029.9,69912.83
2024-04-09,2024-04-10,23.76,23.32,83653.53,-37227.72
2024-04-15,2024-05-16,23.72,22.87,82220.65,-69998.37
2024-05-22,2024-07-04,23.29,23.0,80751.82,-23511.46
2024-07-05,2024-07-08,23.26,22.89,79839.57,-29523.75
2024-07-09,2024-07-10,23.05,23.4,79266.64,27769.29
2024-07-16,2024-07-17,24.61,25.73,75380.1,84358.26
2024-07-18,2024-08-15,25.3,25.55,76655.77,19395.04
2024-08-16,2024-08-19,25.76,26.19,76047.62,32562.02
2024-08-23,2024-09-13,27.01,27.68,73719.07,48779.99
2024-09-17,2024-09-27,27.05,27.4,75424.79,26554.25
2024-09-30,2024-10-21,26.04,28.6,79361.72,203342.29
2024-10-24,2025-01-20,28.34,22.61,80101.11,-458950.38
2025-01-22,2025-01-31,22.74,23.95,79650.71,96356.35
2025-02-03,2025-02-04,23.47,23.42,81286.45,-3997.48
2025-02-05,2025-02-06,23.74,24.18,80175.24,35484.45
2025-02-10,2025-02-11,24.56,24.33,78955.12,-17860.46
2025-02-12,2025-02-13,24.46,25.61,78542.4,90380.64
2025-02-18,2025-02-20,25.45,26.22,79027.99,60626.5
2025-02-21,2025-03-10,26.04,26.26,79565.19,17198.61
2025-03-11,2025-03-14,26.2,27.1,79745.41,71775.42
2025-03-17,2025-03-18,26.8,27.7,80628.19,72569.86
2025-03-21,2025-03-28,27.06,27.88,82543.7,67762.79
2025-03-31,2025-04-02,27.39,27.94,84034.2,46545.05
2025-04-03,2025-04-14,25.59,27.91,91765.21,213292.1
2025-04-15,2025-04-17,28.34,28.06,90387.93,-25031.94
2025-04-21,2025-06-03,28.48,27.37,89069.32,-98169.01
2025-06-04,2025-06-13,27.41,28.63,88940.09,107889.31
2025-06-17,2025-07-08,29.0,29.3,87781.47,26184.54
2025-07-09,2025-07-23,28.03,29.39,91767.28,125005.33
2025-07-24,2025-07-28,28.88,29.44,93378.34,51994.32
2025-07-29,2025-08-06,29.22,30.93,94077.33,160892.08
2025-08-12,2025-08-13,31.75,32.32,91661.31,51949.34
2025-08-15,2025-08-18,32.46,33.14,91240.2,61690.03
2025-08-20,2025-08-21,33.41,34.46,90507.02,95391.45
2025-08-28,2025-09-03,36.04,37.56,86537.2,131220.18
2025-09-12,2025-09-19,40.82,42.29,79626.1,117050.46
2025-09-24,2025-09-26,47.88,48.06,70329.74,12659.37
