Date,Open,High,Low,Close,Volume
1997-06-25,157.78450093423166,158.0377665858115,156.0116413731729,157.0247039794922,68800
1997-06-26,157.53122587219954,157.53122587219954,149.42672550578413,151.1995849609375,100864
1997-06-27,150.94632834157636,157.0247039794922,150.1865313868369,157.0247039794922,185376
1997-06-30,157.78443857503774,159.55729743543142,156.5181108176137,158.5442352294922,67328
1997-07-01,158.5442352294922,158.5442352294922,158.5442352294922,158.5442352294922,0
1997-07-02,161.33021731906467,161.58348296634733,159.55735778808594,159.55735778808594,150880
1997-07-03,161.07690166766827,166.14221304086539,161.07690166766827,164.62261962890625,238528
1997-07-04,166.14222634055398,167.15528869628906,165.1291639848189,167.15528869628906,71520
1997-07-07,167.91506794520785,172.2205825079055,167.91506794520785,170.1944580078125,149552
1997-07-08,170.95426981728994,171.71406657203346,169.68794189271742,170.44773864746094,129920
1997-07-09,170.70102158511978,170.95428719578018,167.40856864653438,168.16836547851562,57552
1997-07-10,168.1683514719676,168.1683514719676,165.88896116587168,166.6487579345703,59488
1997-07-11,167.15528869628906,169.434678996693,166.39549192948775,167.15528869628906,69536
1997-07-14,168.81329827798996,171.09798953288004,168.05173452635992,170.33642578125,102032
1997-07-15,170.84409239901555,170.84409239901555,169.3209652751016,169.82867431640625,71008
1997-07-16,170.59028496799698,170.59028496799698,167.03632069783038,168.5594482421875,196624
1997-07-17,169.32099323444538,169.32099323444538,168.05172042159347,169.067138671875,31200
1997-07-18,169.06711910335162,169.82868270291627,166.27471923828125,166.27471923828125,62848
1997-07-21,165.5131459968591,166.27470955205936,158.91292851845674,161.9591827392578,78352
1997-07-22,163.73619670100257,166.2747423862894,162.9746329954165,163.99005126953125,81952
1997-07-23,164.7515790462494,165.25928807258606,162.21303391456604,162.46688842773438,93200
1997-07-24,162.46688842773438,162.97459745407104,160.94376134872437,162.46688842773438,73936
1997-07-25,162.72076915994492,164.75160559251836,161.9592054977299,164.243896484375,34560
1997-07-28,163.73618487245548,164.2438939728352,163.48233032226562,163.48233032226562,28896
1997-07-29,163.48233032226562,163.73618487245548,162.9746212218859,163.48233032226562,38560
1997-07-30,163.48230648040771,163.48230648040771,161.1976158618927,162.46688842773438,46816
1997-07-31,162.46689853608046,162.46689853608046,160.43606230437945,160.9437713623047,96832
1997-08-01,161.1976776123047,161.9592414435439,155.35902157280387,161.1976776123047,82736
1997-08-04,161.1976776123047,161.1976776123047,161.1976776123047,161.1976776123047,0
1997-08-05,163.73618222874828,167.29014587402344,162.46690949829286,167.29014587402344,61424
1997-08-06,168.30557157322318,170.84411714747995,167.79786245837184,169.57484436035156,52080
1997-08-07,170.5902660472973,171.09797517243805,168.05172042159347,169.067138671875,29744
1997-08-08,168.05172729492188,168.559436440828,167.54401814901576,168.05172729492188,45584
1997-08-11,167.03630756529827,167.29016213606621,165.00547099915482,166.02088928222656,38816
1997-08-12,166.02088583969487,168.05172236372783,166.02088583969487,166.52859497070312,26464
1997-08-13,167.03628624161024,167.54399531833246,165.7670135498047,165.7670135498047,170448
1997-08-14,166.0208680881658,166.52857716488802,164.75159539636024,165.7670135498047,42688
1997-08-15,164.75160559251836,165.00546014659002,163.9900419303033,164.243896484375,84672
1997-08-18,163.73617530474203,163.73617530474203,150.0280303955078,150.0280303955078,229600
1997-08-19,153.83586117866008,153.83586117866008,141.39698791503906,141.39698791503906,435168
