Date,Open,High,Low,Close,Volume
1997-06-25,7.318442844643795,7.3840201675223005,7.292211805723017,7.370904922485352,2770583.0
1997-06-26,7.315247780679589,7.3815089564541045,7.315247780679589,7.328499794006348,819020.0
1997-06-27,7.341750988577457,7.341750988577457,7.288741836045434,7.3019938468933105,1105008.0
1997-06-30,7.288745970663593,7.368259189996085,7.262241379362572,7.355007171630859,330526.0
1997-07-01,,,,,
1997-07-02,7.381508408367369,7.474274158477783,7.341751816768711,7.474274158477783,1165233.0
1997-07-03,7.474274158477783,7.514030750076442,7.4345175668791255,7.474274158477783,721716.0
1997-07-04,7.421267768669907,7.500781536102295,7.408015751383106,7.500781536102295,884950.0
1997-07-07,7.500778737733662,7.500778737733662,7.447769579221905,7.474274158477783,2197620.0
1997-07-08,7.4742765139024945,7.487528530421481,7.3815107345581055,7.3815107345581055,362449.0
1997-07-09,7.381510777497749,7.434519953023049,7.248987838684501,7.262240409851074,364094.0
1997-07-10,7.248989664856386,7.34175602268069,7.248989664856386,7.2887468338012695,266790.0
1997-07-11,7.34175602268069,7.34175602268069,7.248989664856386,7.2887468338012695,532045.0
1997-07-14,7.275493621826173,7.315250787287582,7.262241603052761,7.275493621826172,474672.0
1997-07-15,7.288744997613724,7.315249585376374,7.262240409851074,7.262240409851074,243863.0
1997-07-16,7.315246066106999,7.381507226350996,7.26223691608371,7.368254661560059,698789.0
1997-07-17,7.394764821778728,7.447774011839437,7.315251591258314,7.421269416809082,897236.0
1997-07-18,7.434517860412598,7.474274453580946,7.421265292976255,7.434517860412598,367714.0
1997-07-21,7.421267338685559,7.43451990977504,7.328501559341171,7.3815107345581055,959546.0
1997-07-22,7.381512801548875,7.447774011839437,7.368260226748373,7.421269416809082,1364558.0
1997-07-23,7.447770595550537,7.461022609701698,7.421266012677823,7.447770595550537,204481.0
1997-07-24,7.434519673455926,7.447771689553674,7.368257929255755,7.3947625160217285,289937.0
1997-07-25,7.368258206331176,7.394762794093825,7.262240409851074,7.262240409851074,225214.0
1997-07-28,7.3019970142098005,7.32850160197245,7.156222058800476,7.262240409851074,425746.0
1997-07-29,7.222479761894179,7.262236901617566,7.195975186935331,7.248984336853027,540273.0
1997-07-30,7.262238848414796,7.368256622100274,7.2489862800976255,7.315248012542725,283245.0
1997-07-31,7.341755379404992,7.3682594169518145,7.262241603052761,7.275493621826172,342154.0
1997-08-01,7.3285028060609925,7.3285028060609925,7.156223234583121,7.275493621826172,396017.0
1997-08-04,,,,,
1997-08-05,7.288746195170171,7.288746195170171,7.209232418817941,7.275493621826172,207552.0
1997-08-06,7.275488911811876,7.275488911811876,7.222479761894179,7.248984336853027,431999.0
1997-08-07,7.2754892706272996,7.315246412311445,7.248984694361289,7.3019938468933105,495405.0
1997-08-08,7.2887468338012695,7.2887468338012695,7.235737644921849,7.2887468338012695,783916.0
1997-08-11,7.235731005603201,7.275487583497846,7.182721865363589,7.195973873138428,234758.0
1997-08-12,7.195977145427632,7.262238878143984,7.195977145427632,7.222481727600098,383950.0
1997-08-13,7.222481482650919,7.288743213120017,7.195976901377353,7.209229469299316,713379.0
1997-08-14,7.195976784914267,7.262238514310953,7.103211029243329,7.14296817779541,578997.0
1997-08-15,7.129715870447677,7.142968438639106,7.023698097768103,7.03695011138916,318788.0
1997-08-18,7.0369531243563355,7.050205698222035,6.824916933640638,6.95743989944458,466993.0
1997-08-19,6.957438234273336,6.9839428210906,6.9176810767622,6.9706902503967285,419822.0
1997-08-20,6.970690890461075,7.023700068963025,6.944186301210101,6.983943462371826,306941.0
1997-08-21,7.063456026971916,7.063456026971916,6.970690250396729,6.9706902503967285,365630.0
1997-08-22,6.891176489944935,6.970690250396729,6.851419887004277,6.9706902503967285,340509.0
1997-08-25,7.010448531195547,7.010448531195547,6.9176827324180925,6.95743989944458,375284.0
1997-08-26,6.957438234273336,6.970690250396729,6.9176810767622,6.9706902503967285,463044.0
1997-08-27,6.957434004898474,6.997190583671389,6.917676871555418,6.944181442260742,555850.0
1997-08-28,6.944184668883509,6.957437237679062,6.8779234886169425,6.877923488616943,400405.0
1997-08-29,6.864671162958264,6.891175746917725,6.838166578998803,6.891175746917725,213147.0
1997-09-01,,,,,
1997-09-02,6.891179159204447,7.050206741706474,6.891179159204447,7.023702144622803,695608.0
1997-09-03,7.023699118579447,7.063455719791142,6.997194532914834,7.010446548461914,475879.0
1997-09-04,7.010449568795622,7.036954165879293,6.997197547539132,7.023702144622803,1254420.0
1997-09-05,7.050202369689942,7.063454382728509,7.010445221433546,7.050202369689941,238817.0
1997-09-08,7.063454206591268,7.1827245392455845,7.063454206591268,7.156219959259033,782710.0
1997-09-09,7.142967163641156,7.209228329059769,7.142967163641156,7.169471740722656,335353.0
1997-09-10,7.169472406382189,7.169472406382189,7.089958667755127,7.089958667755127,771410.0
1997-09-11,7.063454088212772,7.089958667755127,7.036949508670419,7.089958667755127,523379.0
1997-09-12,7.076706950337424,7.116463544023471,7.036949802081027,7.050202369689941,1356331.0
1997-09-15,7.050202369689942,7.08995896337599,7.050202369689942,7.050202369689941,328990.0
1997-09-16,7.050201421141043,7.169471740722656,7.050201421141043,7.169471740722656,808489.0
1997-09-17,7.156219959259033,7.195976551953693,7.156219959259033,7.156219959259033,725007.0
1997-09-18,7.129717471037827,7.262240409851074,7.129717471037827,7.262240409851074,585798.0
1997-09-19,7.235732906141269,7.275489494478382,7.142967163641156,7.169471740722656,623645.0
1997-09-22,7.156220190932537,7.2224813657588705,7.14296817779541,7.14296817779541,382414.0
1997-09-23,7.15621942103033,7.209228577016546,7.1032102650441145,7.1827239990234375,462934.0
1997-09-24,7.156219174896769,7.195975763233883,7.156219174896769,7.169471740722656,977208.0
1997-09-25,7.156219174896769,7.169471740722656,7.116462586559656,7.169471740722656,822421.0
1997-09-26,7.233772996222951,7.233772996222951,7.180189367973827,7.206981182098389,609713.0
1997-09-29,7.193585555326257,7.220377369450818,7.140001927077131,7.206981182098389,299810.0
1997-09-30,7.206983182642917,7.220379373713917,7.16679573059082,7.16679573059082,1033813.0
1997-10-01,7.233774505299088,7.247170695446169,7.180190865871596,7.220378875732422,277980.0
1997-10-02,7.260565054605241,7.260565054605241,7.180189609527588,7.180189609527588,322847.0
1997-10-03,7.233771800994873,7.273959235251444,7.206979991297092,7.233771800994873,367934.0
1997-10-06,7.16679021483944,7.300748658968766,7.16679021483944,7.287353038787842,474453.0
1997-10-07,7.220379710690194,7.327546441357423,7.220379710690194,7.314150810241699,335901.0
1997-10-08,7.327540857292084,7.327540857292084,7.206978026805413,7.273957252502441,286756.0
1997-10-09,7.206981424553472,7.220377612356573,7.153398355082019,7.180189609527588,451964.0
1997-10-10,7.166793982304803,7.206981424553472,7.140002167278919,7.180189609527588,108384.0
1997-10-13,,,,,
1997-10-14,7.206980544562975,7.233772356317512,7.180188732808438,7.19358491897583,249787.0
1997-10-15,7.193584366738303,7.233771800994873,7.180188181599311,7.233771800994873,258892.0
1997-10-16,7.206977635962234,7.300748658968766,7.206977635962234,7.287353038787842,463812.0
1997-10-17,7.260564644257447,7.287356457769129,7.206981017234082,7.247169017791748,328552.0
1997-10-20,7.287355420390436,7.287355420390436,7.233771800994873,7.233771800994873,177824.0
1997-10-21,7.260563615802481,7.340939044952393,7.2471679912342655,7.340939044952393,418835.0
1997-10-22,7.340941692728854,7.340941692728854,7.233774415208546,7.260566234588623,546855.0
1997-10-23,7.206983182642917,7.220379373713917,7.140003909029272,7.16679573059082,419712.0
1997-10-24,7.233772830745765,7.247169017791748,7.193585390768383,7.247169017791748,249348.0
1997-10-27,7.233774473127533,7.233774473127533,7.046232296545799,7.059628486633301,290815.0
1997-10-28,6.858686311285338,7.006040956938275,6.858686311285338,6.939061164855957,580423.0
1997-10-29,7.046231279311208,7.166794169791513,6.992647647857666,6.992647647857666,438252.0
1997-10-30,6.992648370620006,6.992648370620006,6.898877286174263,6.965856552124023,341277.0
1997-10-31,7.032832855029896,7.073020282348773,7.006041049957275,7.006041049957275,344677.0
1997-11-03,7.099815935734983,7.099815935734983,7.046232296545799,7.059628486633301,738281.0
1997-11-04,7.073024635415628,7.193587552152369,7.04623281385408,7.16679573059082,928940.0
1997-11-05,7.193587887878267,7.314150810241699,7.180191696182064,7.314150810241699,500561.0
1997-11-06,7.314150600298806,7.528484616061573,7.314150600298806,7.448109149932861,986093.0
1997-11-07,7.434711943889407,7.474899388148369,7.367732683264354,7.381128311157227,552449.0
1997-11-10,7.434708349280434,7.448103970696654,7.394520924451699,7.40791654586792,352576.0
1997-11-11,7.394526066427517,7.4615053412445445,7.394526066427517,7.448109149932861,200093.0
1997-11-12,7.39452148040081,7.448104530674349,7.39452148040081,7.421313285827637,474782.0
1997-11-13,7.421317485625598,7.461504936218263,7.394525665037011,7.461504936218262,192085.0
1997-11-14,7.421315273691641,7.4882945249096275,7.407919087099884,7.474898338317871,492663.0
1997-11-17,7.474898649977778,7.541877903988411,7.461503023407767,7.515086650848389,341496.0
1997-11-18,7.50169014770487,7.541877586302379,7.474898335113108,7.528481960296631,585908.0
1997-11-19,7.501692728631629,7.649047468292978,7.501692728631629,7.608860015869141,521624.0
1997-11-20,7.649042388849497,7.72941780090332,7.635646206550484,7.72941780090332,436496.0
1997-11-21,7.742812119520949,7.836583137512208,7.702624700547551,7.836583137512207,573073.0
1997-11-24,7.796400609463217,7.943755318912523,7.783004981595254,7.903567314147949,362778.0
1997-11-25,7.890168980665834,7.943752594924039,7.863377173536731,7.876773357391357,576364.0
1997-11-26,7.863378124349821,7.903565559612729,7.809794503612466,7.823190689086914,524585.0
1997-11-27,7.796397936004049,7.876773357391357,7.769606128874947,7.876773357391357,292241.0
1997-11-28,7.836587018087536,8.104504585266113,7.836587018087536,8.104504585266113,318240.0
1997-12-01,8.144696734488928,8.3054471324672,8.104508714558945,8.251863479614258,738500.0
1997-12-02,8.27865020594165,8.27865020594165,8.225066586099135,8.265254020690918,891532.0
1997-12-03,8.27865352980283,8.318840980529785,8.27865352980283,8.318840980529785,528864.0
1997-12-04,8.372422303606264,8.372422303606264,8.278651237487793,8.278651237487793,322847.0
1997-12-05,8.278651237487793,8.305443050747396,8.225067610968587,8.278651237487793,385266.0
1997-12-08,8.265257339173555,8.33223717115906,8.265257339173555,8.318840980529785,1130568.0
1997-12-09,8.318837402416092,8.332233587283374,8.278649968974628,8.292045593261719,297287.0
1997-12-10,8.251864870221612,8.318844167284889,8.251864870221612,8.305448532104492,440007.0
1997-12-11,8.23846435546875,8.292047425034186,8.184880725322998,8.23846435546875,1358744.0
1997-12-12,8.211672540395874,8.23846435546875,8.10450528010437,8.23846435546875,1166221.0
1997-12-15,8.225068167642153,8.251859982715029,8.198276352569277,8.23846435546875,420370.0
1997-12-16,8.238462771349868,8.292045830612176,8.238462771349868,8.265254020690918,194059.0
1997-12-17,8.265254573059869,8.332234382629395,8.265254573059869,8.332234382629395,353124.0
1997-12-18,8.372425211487984,8.506384324312215,8.372425211487984,8.439404487609863,467212.0
1997-12-19,8.372425781202882,8.439405061882471,8.345633956814945,8.39921760559082,926417.0
1997-12-22,8.412611176344928,8.412611176344928,8.332235728229548,8.37242317199707,343910.0
1997-12-23,8.385817445472671,8.385817445472671,8.265254573059869,8.332234382629395,436277.0
1997-12-24,8.30544391219109,8.37242317199707,8.30544391219109,8.37242317199707,99388.0
1997-12-25,,,,,
1997-12-26,,,,,
1997-12-29,8.278652966563238,8.372424052266691,8.225069328852578,8.359027862548828,212928.0
1997-12-30,8.345633080809549,8.426008545536693,8.345633080809549,8.412612915039062,385596.0
1997-12-31,8.412610363869947,8.640339937332632,8.38581798983871,8.546568870544434,436058.0
1998-01-01,,,,,
1998-01-02,8.546571659832468,8.546571659832468,8.466196193247997,8.533175468444824,205468.0
1998-01-05,8.533170313026764,8.653733159773736,8.506379067598662,8.600150108337402,1234344.0
1998-01-06,8.573357270438773,8.600149073222338,8.533169285973397,8.586752891540527,639551.0
1998-01-07,8.559964256476,8.586756069174202,8.506381191659862,8.573360443115234,770423.0
1998-01-08,8.586754497510192,8.747505344276608,8.559962689715789,8.707317352294922,829442.0
1998-01-09,8.667129343067915,8.734108577798427,8.600150108337402,8.600150108337402,785013.0
1998-01-12,8.546565467655208,8.626940315425845,8.50637804376989,8.586752891540527,746070.0
1998-01-13,8.586754497510192,8.707317352294922,8.573358873903073,8.707317352294922,798506.0
