Date,Open,High,Low,Close,Volume
1997-06-25,21.77955707690338,22.310765786096145,21.673315605251545,22.062868118286133,1771700.0
1997-06-26,21.88579854855521,22.310765786096145,21.81497045047612,22.062868118286133,776900.0
1997-06-27,21.70872821962599,21.885797783164428,21.248347624612755,21.319175720214844,1746400.0
1997-06-30,21.31917479252756,21.460829626634176,21.071277144174104,21.28376007080078,684000.0
1997-07-01,,,,,
1997-07-02,21.425417188151197,21.56707337935537,21.28376099694702,21.319175720214844,766400.0
1997-07-03,21.425414936219692,21.779554026074564,20.75255012512207,20.75255012512207,788900.0
1997-07-04,20.68172409630422,20.68172409630422,19.796376341341425,19.973445892333984,787500.0
1997-07-07,19.12351015827838,19.79637494496152,18.592301542770645,19.69013214111328,4755500.0
1997-07-08,20.18593028287955,20.858795166015625,20.00886071899464,20.858795166015625,2832700.0
1997-07-09,20.82337442834358,20.82337442834358,20.327580603224195,20.504650115966797,805100.0
1997-07-10,20.752546944964333,21.24834213515797,20.752546944964333,21.212928771972656,1265500.0
1997-07-11,21.21293167141302,21.779553665424693,21.10668886546911,21.637897491455078,2384500.0
1997-07-14,21.673320926888536,21.673320926888536,20.965042474055146,21.000455856323242,981200.0
1997-07-15,20.82337746125734,21.106688452722967,20.646307922724652,20.68172264099121,803900.0
1997-07-16,21.071266934023065,21.106680287656687,20.752541347589073,20.894197463989258,604600.0
1997-07-17,21.071278614974883,21.744143514481973,21.000450517510938,21.708728790283203,1752700.0
1997-07-18,21.673313943466013,22.594075095094674,21.531657758169217,22.41700553894043,1895900.0
1997-07-21,22.275350120725378,22.275350120725378,21.56707191467285,21.56707191467285,674200.0
1997-07-22,21.708724001265203,22.16910450681896,21.708724001265203,21.744138717651367,1073300.0
1997-07-23,21.56707799886463,21.708732869476677,21.31918028662624,21.60249137878418,800300.0
1997-07-24,21.531650360646832,21.95661741959989,21.14209801131747,21.389995574951172,1718900.0
1997-07-25,21.60248528460209,21.708726745323276,21.4608291030182,21.56707191467285,1205300.0
1997-07-28,21.708731723191967,22.098285636406665,21.602490238109333,21.885801315307617,771000.0
1997-07-29,21.63789511120471,21.956620792108616,21.567068382944505,21.921207427978516,681700.0
1997-07-30,22.275349037188874,22.310762405395508,22.062864775148878,22.310762405395508,481600.0
1997-07-31,22.45241858008884,22.45241858008884,22.133692862495543,22.310762405395508,854600.0
1997-08-01,22.275342583444672,22.41699736616354,21.992030316140916,22.169099807739258,284300.0
1997-08-04,,,,,
1997-08-05,21.99203096476015,22.027445674684124,21.46082247429799,21.53165054321289,1044600.0
1997-08-06,21.53165904889474,22.169109219075562,21.425417579020195,22.027454376220703,761000.0
1997-08-07,22.16910789013779,22.487833631588828,22.16910789013779,22.41700553894043,754500.0
1997-08-08,22.4524240730891,23.51484159041003,22.4524240730891,23.302358627319336,1061600.0
1997-08-11,23.444010954276152,23.51484040631807,23.231528001885057,23.373184204101562,905100.0
1997-08-12,23.089867338943954,23.302352952152344,22.841971059356574,23.231523513793945,1071900.0
1997-08-13,23.196109691452058,23.621075505815927,23.019040151822654,23.444005966186523,1114800.0
1997-08-14,23.37317710699037,23.37317710699037,22.735725741507665,22.841968536376953,466600.0
1997-08-15,22.91279672787084,23.160695697770326,22.735727193028357,23.054452896118164,446200.0
1997-08-18,22.912794794870695,23.196107107464165,22.664898547751246,23.125280380249023,478900.0
1997-08-19,23.12527995637264,23.444002924865174,22.487828615654763,22.558656692504883,976000.0
1997-08-20,22.48783670052676,22.735733032226562,22.41700859821238,22.735733032226562,470100.0
1997-08-21,22.983628159231113,23.160697709453437,22.664902428457545,22.80655860900879,284500.0
1997-08-22,22.912805846860508,23.160704915420503,22.735736241546693,23.0190486907959,607500.0
