Date,Open,High,Low,Close,Volume
1997-06-25,5.842253923393278,5.842253923393278,5.777952665290335,5.796324253082275,6206000.0
1997-06-26,5.777952426962914,5.78713822047999,5.7136508210966905,5.7458014488220215,6118400.0
1997-06-27,5.7412067735914905,5.805508359538806,5.686091328731194,5.773357391357422,5305200.0
1997-06-30,5.768766283030275,5.768766283030275,5.722836614613768,5.7458014488220215,1192000.0
1997-07-01,,,,,
1997-07-02,5.814696075007856,6.003007649434007,5.777952549743194,5.957077980041504,4831200.0
1997-07-03,6.007599003671608,6.058121203584801,5.998413212853838,6.021378040313721,4780400.0
1997-07-04,6.016784794489378,6.021378040313721,5.980040930387381,6.021378040313721,4718000.0
1997-07-07,6.0213777857115165,6.035156120940123,5.9892264679624025,5.993819713592529,3548800.0
1997-07-08,5.966262240453944,6.0810863844259675,5.966262240453944,6.035156726837158,2409200.0
1997-07-09,6.081088790757299,6.085682038666144,6.0167875250208676,6.025973320007324,1970400.0
1997-07-10,6.016785144134017,6.058121555631563,5.993820315339613,6.035156726837158,1189600.0
1997-07-11,6.044342519307644,6.085678926019958,6.030563483459915,6.062714099884033,1025200.0
1997-07-14,6.062713880131874,6.145387391390751,6.062713880131874,6.099457740783691,2266800.0
1997-07-15,6.140794368580002,6.140794368580002,6.02137769317172,6.062714099884033,1634800.0
1997-07-16,6.154571801644784,6.223466262110957,6.131606981489393,6.200501441955566,3120800.0
1997-07-17,6.223469979931498,6.278585441063562,6.209690939440704,6.251028060913086,4766400.0
1997-07-18,6.22346795481794,6.2556185716139225,6.177538302014855,6.246432781219482,3328000.0
1997-07-21,6.232653010339338,6.24183879965071,6.154572749946476,6.209688186645508,1894400.0
1997-07-22,6.245722004213241,6.301157266889277,6.23648291125017,6.282679080963135,5836800.0
1997-07-23,6.315013754293782,6.319633651391904,6.264198410701085,6.2734375,4508400.0
1997-07-24,6.264199378906834,6.27343846963376,6.199524334023482,6.254959583282471,2712400.0
1997-07-25,6.241103288835981,6.273440469135603,6.176428223339073,6.199526309967041,2733200.0
1997-07-28,6.181048870086669,6.218005954140104,6.181048870086669,6.18104887008667,1871600.0
1997-07-29,6.162568255481485,6.167188154035289,6.125611886641263,6.134850978851318,2913600.0
1997-07-30,6.139470836904945,6.162568922378473,6.084035572748,6.088655471801758,4118400.0
1997-07-31,6.097895898961214,6.120993989487582,6.088656803730223,6.111754894256592,4950000.0
1997-08-01,6.084035572748,6.1025144640654005,5.9593060521704695,6.088655471801758,2902800.0
1997-08-04,,,,,
1997-08-05,6.097893238067627,6.120991318514853,6.079415055668837,6.097893238067627,2336000.0
1997-08-06,6.116372871679459,6.264201185534455,6.116372871679459,6.24572229385376,3353200.0
1997-08-07,6.305776772456184,6.305776772456184,6.176427364349364,6.176427364349365,2866000.0
1997-08-08,6.074798685903767,6.107135876332043,6.010124305047215,6.051700592041016,2744800.0
1997-08-11,6.051698867863965,6.0609379617971975,5.894631803857116,5.973165512084961,4402000.0
1997-08-12,6.0008804265666535,6.0008804265666535,5.89462947845459,5.89462947845459,1507200.0
1997-08-13,5.963926142806098,5.963926142806098,5.820717726310819,5.876152992248535,2585600.0
1997-08-14,5.899251026584968,5.91311001917193,5.853054854560186,5.871533393859863,2219600.0
1997-08-15,5.853056047370138,5.853056047370138,5.765283584594727,5.765283584594727,1594000.0
1997-08-18,5.7930013755370675,5.7930013755370675,5.66827147089685,5.779142379760742,5928000.0
1997-08-19,5.7791417549240265,5.820718385308862,5.7283260299864995,5.7976202964782715,5385600.0
1997-08-20,5.797619631167928,5.8992510693801865,5.797619631167928,5.843815803527832,2545600.0
1997-08-21,5.8438134746290675,5.8438134746290675,5.705225012780157,5.73756217956543,2014800.0
1997-08-22,5.635933346936224,5.774521871860886,5.622074353464221,5.746804237365723,4084800.0
1997-08-25,5.774520810260489,5.996262550354004,5.774520810260489,5.996262550354004,4110400.0
1997-08-26,6.023982121102234,6.070178305174791,5.9685468411947316,5.987025737762451,6547600.0
1997-08-27,6.005503753897766,6.014742849462663,5.8484366621521975,5.982405662536621,3616000.0
1997-08-28,5.931584878903547,6.014738082885742,5.931584878903547,6.014738082885742,4038800.0
1997-08-29,6.028602499888457,6.037841596456603,5.991645408717994,6.0193634033203125,3608000.0
1997-09-01,,,,,
1997-09-02,5.982403566501185,6.0978939828429075,5.982403566501185,6.079415798187256,4678800.0
1997-09-03,6.088657178168732,6.120994365914754,6.079418082369558,6.102516174316406,3396400.0
1997-09-04,6.079418209163024,6.120994493575344,6.074798308718171,6.093276500701904,4318400.0
1997-09-05,6.116374390179972,6.144092382133687,6.019362828137605,6.074798107147217,4347600.0
1997-09-08,6.079415798187256,6.1117529737834255,6.07017600096187,6.079415798187256,2190800.0
1997-09-09,6.079415249603297,6.10713252408567,6.0563171684192385,6.084034442901611,2508000.0
