Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-01-04 00:00:00-05:00,34.527961917887154,35.05852127075195,34.450466400667814,35.05852127075195,16928400,0.0,0.0,0.0
2010-01-05 00:00:00-05:00,35.10618530374922,35.416173971052466,34.94522951837669,35.34463882446289,17368100,0.0,0.0,0.0
2010-01-06 00:00:00-05:00,35.36254394649295,35.87521774173947,35.28504616314894,35.767913818359375,24351900,0.0,0.0,0.0
2010-01-07 00:00:00-05:00,35.61290355987268,35.773857094202405,35.35060419476306,35.7142448425293,17449500,0.0,0.0,0.0
2010-01-08 00:00:00-05:00,35.58906865837408,35.97655296114464,35.463881527051086,35.946746826171875,13344300,0.0,0.0,0.0
2010-01-11 00:00:00-05:00,36.17923970756049,36.28654361818412,35.606953700276094,35.8990592956543,19459900,0.0,0.0,0.0
2010-01-12 00:00:00-05:00,35.35061073876301,35.59502465436657,35.19561749128405,35.38041687011719,21510600,0.0,0.0,0.0
2010-01-13 00:00:00-05:00,35.36253703170537,35.648680013412346,34.88563206219375,35.51156997680664,22137500,0.0,0.0,0.0
2010-01-14 00:00:00-05:00,35.505611132214085,35.7023334453946,35.36850108992164,35.6129150390625,15545400,0.0,0.0,0.0
2010-01-15 00:00:00-05:00,35.571192420786375,35.64869021114564,35.08236440294409,35.326778411865234,19055200,0.0,0.0,0.0
2010-01-19 00:00:00-05:00,35.231381380394176,35.70828854367102,35.165808805802406,35.64867401123047,14613100,0.0,0.0,0.0
2010-01-20 00:00:00-05:00,35.26714751916237,35.26714751916237,34.82600910763045,35.094268798828125,15641700,0.0,0.0,0.0
2010-01-21 00:00:00-05:00,35.124078500751914,35.23138238815233,34.295455805652416,34.37891387939453,25206600,0.0,0.0,0.0
2010-01-22 00:00:00-05:00,34.21200920040245,34.40873381793623,33.46684432925215,33.562225341796875,23028600,0.0,0.0,0.0
2010-01-25 00:00:00-05:00,33.78875372972147,34.11066547725743,33.67548949591255,33.78279113769531,15901200,0.0,0.0,0.0
2010-01-26 00:00:00-05:00,33.50260522705212,34.15834925069172,33.335686788586145,33.568180084228516,21515300,0.0,0.0,0.0
2010-01-27 00:00:00-05:00,33.47279569802334,33.7708615465398,32.89454722420158,33.43702697753906,26616700,0.0,0.0,0.0
2010-01-28 00:00:00-05:00,33.68147081942171,33.753006049910894,32.66804557889181,33.0853385925293,34430700,0.0,0.0,0.0
2010-01-29 00:00:00-05:00,33.32971939789889,33.65759134013312,32.32225776018165,32.489173889160156,32802700,0.0,0.0,0.0
2010-02-01 00:00:00-05:00,32.87667502477623,33.5681879342412,32.85282920312437,33.562225341796875,21813300,0.0,0.0,0.0
2010-02-02 00:00:00-05:00,33.68741310552597,34.06297684413669,33.41319297374286,34.00336456298828,22250800,0.0,0.0,0.0
2010-02-03 00:00:00-05:00,33.90798254987808,34.188162991897585,33.63376015211004,33.71125793457031,19749300,0.0,0.0,0.0
2010-02-04 00:00:00-05:00,33.44298595967084,33.45490886602325,32.31033714493395,32.32822036743164,37173200,0.0,0.0,0.0
2010-02-05 00:00:00-05:00,32.322271272857826,32.47726456112568,31.398265039277298,32.33419418334961,46378400,0.0,0.0,0.0
2010-02-08 00:00:00-05:00,32.34015141238558,32.72167541542825,32.030162591397804,32.03612518310547,24115100,0.0,0.0,0.0
2010-02-09 00:00:00-05:00,32.47725251654484,33.1210757999555,32.37591122604231,32.70974349975586,33558100,0.0,0.0,0.0
2010-02-10 00:00:00-05:00,32.72165707884528,32.77530900383656,32.05995076197324,32.57262420654297,24182300,0.0,0.0,0.0
2010-02-11 00:00:00-05:00,32.5070707895335,33.19858368151599,32.36400041136479,33.12704849243164,22944500,0.0,0.0,0.0
2010-02-12 00:00:00-05:00,32.727643033517346,33.156856465828646,32.5130351803303,33.138973236083984,19833900,0.0,0.0,0.0
2010-02-16 00:00:00-05:00,33.562218556538724,34.039123522846715,33.52645210535454,33.919898986816406,19834900,0.0,0.0,0.0
2010-02-17 00:00:00-05:00,34.015287931363744,34.08682312451617,33.64568450627347,33.872215270996094,18137800,0.0,0.0,0.0
2010-02-18 00:00:00-05:00,33.83644228619949,34.146431116330284,33.6695260984608,34.06297302246094,16572700,0.0,0.0,0.0
2010-02-19 00:00:00-05:00,33.93779680256619,34.31336061989416,33.776840880854195,34.19413375854492,16498300,0.0,0.0,0.0
2010-02-22 00:00:00-05:00,34.27758167073357,34.28354198869747,33.65164367764572,33.72317886352539,17349700,0.0,0.0,0.0
2010-02-23 00:00:00-05:00,33.562218476988676,33.645676561636975,33.00781574432524,33.162811279296875,21101200,0.0,0.0,0.0
2010-02-24 00:00:00-05:00,33.150880449542235,33.496635613904836,33.04953688949791,33.3714485168457,17630300,0.0,0.0,0.0
2010-02-25 00:00:00-05:00,32.894555018455236,33.407228763229774,32.620334918619434,33.38934326171875,20948100,0.0,0.0,0.0
2010-02-26 00:00:00-05:00,33.46683120727539,33.58605799472447,33.17472796579007,33.46683120727539,17246800,0.0,0.0,0.0
2010-03-01 00:00:00-05:00,33.62183549355198,33.8602868566601,33.59202708335884,33.77682876586914,13966000,0.0,0.0,0.0
2010-03-02 00:00:00-05:00,33.99739991372731,34.3133513520758,33.92586472586426,34.05701446533203,16746300,0.0,0.0,0.0
2010-03-03 00:00:00-05:00,34.18816536849155,34.50411683861021,34.18816536849155,34.206050872802734,16767300,0.0,0.0,0.0
2010-03-04 00:00:00-05:00,34.25968211093505,34.366985975633284,33.88411858449124,34.027191162109375,16331000,0.0,0.0,0.0
2010-03-05 00:00:00-05:00,34.361033486650925,34.7425574403638,34.32526703727918,34.665061950683594,15335200,0.0,0.0,0.0
2010-03-08 00:00:00-05:00,34.76043733145084,34.87966184220584,34.46237150643979,34.61140441894531,12612000,0.0,0.0,0.0
2010-03-09 00:00:00-05:00,34.42660278877622,34.802166365027446,34.37891116522481,34.61140441894531,16703800,0.0,0.0,0.0
2010-03-10 00:00:00-05:00,34.64716848272484,34.9631197818967,34.48621267538709,34.915428161621094,17372200,0.0,0.0,0.0
2010-03-11 00:00:00-05:00,34.78428607082083,34.921398372004106,34.676982175845644,34.8558235168457,13033300,0.0,0.0,0.0
2010-03-12 00:00:00-05:00,35.082348179647255,35.082348179647255,34.72467008411375,34.87370300292969,13659800,0.0,0.0,0.0
2010-03-15 00:00:00-04:00,34.74256162612762,34.79025326311866,34.15239239976919,34.51603317260742,18373600,0.0,0.0,0.0
2010-03-16 00:00:00-04:00,34.688905443866645,34.86178419579611,34.414685386775716,34.82601547241211,19161300,0.0,0.0,0.0
2010-03-17 00:00:00-04:00,34.99889873194511,35.42215177988808,34.95120936868654,35.20754623413086,21671800,0.0,0.0,0.0
2010-03-18 00:00:00-04:00,35.20753795360566,35.261189895942074,34.49217948047408,34.68294143676758,19726900,0.0,0.0,0.0
