Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-01-04 00:00:00-05:00,17.3428051044298,17.5591803103364,17.3428051044298,17.4870548248291,8465900,0.0,0.0,0.0
2010-01-05 00:00:00-05:00,17.50017117368654,17.519840853798648,17.40181902127958,17.493614196777344,11805400,0.0,0.0,0.0
2010-01-06 00:00:00-05:00,17.47393657113525,17.500164468723142,17.401812353998533,17.480493545532227,9267000,0.0,0.0,0.0
2010-01-07 00:00:00-05:00,17.532948090093015,17.532948090093015,17.382141430807618,17.480493545532227,6951500,0.0,0.0,0.0
2010-01-08 00:00:00-05:00,17.441158737946633,17.441158737946633,17.323135660862896,17.42148780822754,5437400,0.0,0.0,0.0
2010-01-11 00:00:00-05:00,17.41492977957897,17.49361224308654,17.296906709625272,17.467384338378906,6140200,0.0,0.0,0.0
2010-01-12 00:00:00-05:00,17.401816127009738,17.565736770629883,17.401816127009738,17.565736770629883,6822400,0.0,0.0,0.0
2010-01-13 00:00:00-05:00,17.57229029054015,17.729655189207886,17.565734566159506,17.6903133392334,7926700,0.0,0.0,0.0
2010-01-14 00:00:00-05:00,17.664087245290116,17.703427845886512,17.618189669491795,17.637859344482422,5258900,0.0,0.0,0.0
2010-01-15 00:00:00-05:00,17.66408600344802,17.69031265179675,17.48705143728762,17.55261993408203,11968800,0.0,0.0,0.0
2010-01-19 00:00:00-05:00,17.59851260327531,17.683750749928063,17.51983017892186,17.65752410888672,10974200,0.0,0.0,0.0
2010-01-20 00:00:00-05:00,17.62474602067605,17.62474602067605,17.395258133525665,17.52639389038086,8670500,0.0,0.0,0.0
2010-01-21 00:00:00-05:00,17.51327795968047,17.59851738008468,17.23789252623161,17.277233123779297,9044700,0.0,0.0,0.0
2010-01-22 00:00:00-05:00,17.211662348228305,17.369025968195466,17.178878729715727,17.237890243530273,9082400,0.0,0.0,0.0
2010-01-25 00:00:00-05:00,17.36247080105875,17.36902777556654,17.185436241193408,17.270675659179688,6078200,0.0,0.0,0.0
2010-01-26 00:00:00-05:00,17.185436676605335,17.316573668853646,17.15265305385078,17.251005172729492,8116700,0.0,0.0,0.0
2010-01-27 00:00:00-05:00,17.231340329683185,17.31002154659638,17.159214838666596,17.29035186767578,12558400,0.0,0.0,0.0
2010-01-28 00:00:00-05:00,17.31657700753119,17.447714025063032,17.237895797504315,17.24445152282715,14181700,0.0,0.0,0.0
2010-01-29 00:00:00-05:00,17.323132303682165,17.421484431986407,17.178882598876953,17.178882598876953,8930500,0.0,0.0,0.0
2010-02-01 00:00:00-05:00,17.283786175175965,17.342797683409827,17.211660720531302,17.310012817382812,9016100,0.0,0.0,0.0
2010-02-02 00:00:00-05:00,17.342804112499362,17.578848982323393,17.303462258682664,17.559179306030273,7433200,0.0,0.0,0.0
2010-02-03 00:00:00-05:00,17.513280127564432,17.513280127564432,17.401815295817467,17.434598922729492,6566900,0.0,0.0,0.0
2010-02-04 00:00:00-05:00,17.38213897108481,17.388695944553913,17.04774082784937,17.080524444580078,10827300,0.0,0.0,0.0
2010-02-05 00:00:00-05:00,17.047745679796535,17.08052930585777,16.85759714691891,17.034631729125977,13527400,0.0,0.0,0.0
2010-02-08 00:00:00-05:00,17.08052657697421,17.159209017811648,17.001845386751747,17.01495933532715,5150900,0.0,0.0,0.0
2010-02-09 00:00:00-05:00,17.17232789654988,17.310020644278172,17.073975755227487,17.218225479125977,7456500,0.0,0.0,0.0
2010-02-10 00:00:00-05:00,17.23133605240042,17.237893027284798,17.073972407020538,17.198551177978516,6364600,0.0,0.0,0.0
2010-02-11 00:00:00-05:00,17.191995533092843,17.369030116821527,17.087086428056995,17.336246490478516,5879800,0.0,0.0,0.0
2010-02-12 00:00:00-05:00,17.218223434659393,17.369030116821527,17.17232585753311,17.336246490478516,8895400,0.0,0.0,0.0
2010-02-16 00:00:00-05:00,17.37559191364131,17.526398637649713,17.336251300990316,17.51328468322754,7113900,0.0,0.0,0.0
2010-02-17 00:00:00-05:00,17.565735118491553,17.65753027008819,17.51983629207809,17.637859344482422,7493600,0.0,0.0,0.0
2010-02-18 00:00:00-05:00,17.631299368405035,17.78210727115124,17.591958774504473,17.742765426635742,7539300,0.0,0.0,0.0
2010-02-19 00:00:00-05:00,17.73621709531163,17.83457050391252,17.664092846450668,17.782115936279297,4443900,0.0,0.0,0.0
2010-02-22 00:00:00-05:00,17.83457050391252,17.841126230578073,17.729661368646077,17.782115936279297,4414400,0.0,0.0,0.0
2010-02-23 00:00:00-05:00,17.723103458295025,17.801784680294748,17.591966420808188,17.683761596679688,8464300,0.0,0.0,0.0
2010-02-24 00:00:00-05:00,17.690316028781005,17.801782119425255,17.650975423440475,17.795225143432617,4147700,0.0,0.0,0.0
2010-02-25 00:00:00-05:00,17.637858661134846,17.83456415772611,17.58540411216686,17.80833625793457,6443300,0.0,0.0,0.0
2010-02-26 00:00:00-05:00,17.834559073947137,17.834559073947137,17.677194221285273,17.723093032836914,5805900,0.0,0.0,0.0
2010-03-01 00:00:00-05:00,17.788669507767427,17.860794998505604,17.716545267644637,17.847681045532227,4360200,0.0,0.0,0.0
2010-03-02 00:00:00-05:00,17.88046633691457,17.95259057868693,17.847681453731298,17.913249969482422,14652000,0.0,0.0,0.0
2010-03-03 00:00:00-05:00,17.939468817315802,17.97880940665489,17.88045730799978,17.919797897338867,7569800,0.0,0.0,0.0
2010-03-04 00:00:00-05:00,17.97881317138672,18.05093864245698,17.93947257380978,17.97881317138672,5479500,0.0,0.0,0.0
2010-03-05 00:00:00-05:00,18.070613417884417,18.103398300634023,17.972261270866404,18.09028434753418,5123200,0.0,0.0,0.0
2010-03-08 00:00:00-05:00,18.083723133392326,18.10995103344598,17.998484959448174,18.02471160888672,2690800,0.0,0.0,0.0
2010-03-09 00:00:00-05:00,17.985375426635194,18.077170598137684,17.97226147338758,17.998489379882812,4602700,0.0,0.0,0.0
2010-03-10 00:00:00-05:00,18.02471025233153,18.02471025233153,17.926358135762616,17.97225570678711,4573000,0.0,0.0,0.0
2010-03-11 00:00:00-05:00,17.939470071129794,18.0181512553071,17.85423066255369,18.005037307739258,6084000,0.0,0.0,0.0
2010-03-12 00:00:00-05:00,18.03127000269444,18.057497904811843,17.991929400133547,18.018156051635742,14073100,0.0,0.0,0.0
2010-03-15 00:00:00-04:00,17.99849525503769,18.168971700442786,17.99849525503769,18.155858993530273,4104900,0.0,0.0,0.0
2010-03-16 00:00:00-04:00,18.136174067072947,18.2541970925539,18.136174067072947,18.2410831451416,5360500,0.0,0.0,0.0
2010-03-17 00:00:00-04:00,18.286978319349807,18.34598982437421,18.234523787174187,18.31976318359375,3955000,0.0,0.0,0.0
2010-03-18 00:00:00-04:00,18.319773527749067,18.352557159889408,18.280431668442176,18.33944320678711,4596000,0.0,0.0,0.0
2010-03-19 00:00:00-04:00,18.285442352294922,18.40396540412898,18.199841812231075,18.285442352294922,4385200,0.118,0.0,0.0
2010-03-22 00:00:00-04:00,18.213013238393003,18.403967343338152,18.20642848416247,18.377628326416016,3038800,0.0,0.0,0.0
2010-03-23 00:00:00-04:00,18.37104585668344,18.548830475275604,18.3578763465847,18.522491455078125,5327400,0.0,0.0,0.0
2010-03-24 00:00:00-04:00,18.515902551623363,18.515902551623363,18.338117984921972,18.39079475402832,3325600,0.0,0.0,0.0
2010-03-25 00:00:00-04:00,18.456643383736733,18.46322813770414,18.338120324150225,18.364458084106445,3843500,0.0,0.0,0.0
2010-03-26 00:00:00-04:00,18.403967343338152,18.43030510434684,18.31178204002412,18.377628326416016,3289300,0.0,0.0,0.0
2010-03-29 00:00:00-04:00,18.436891114340515,18.50932215989633,18.39079908750083,18.46323013305664,6690800,0.0,0.0,0.0
2010-03-30 00:00:00-04:00,18.50273000045691,18.561991512938306,18.44346848797552,18.496145248413086,3458100,0.0,0.0,0.0
2010-03-31 00:00:00-04:00,18.469809279731223,18.48297878598612,18.377625247773423,18.39079475402832,4757200,0.0,0.0,0.0
2010-04-01 00:00:00-04:00,18.47639934501402,18.542245639306753,18.423722560762553,18.509323120117188,4442600,0.0,0.0,0.0
2010-04-05 00:00:00-04:00,18.561999904368655,18.561999904368655,18.47639934501402,18.509323120117188,3603500,0.0,0.0,0.0
2010-04-06 00:00:00-04:00,18.456644645164513,18.482982406920804,18.430305627494736,18.45005989074707,3965600,0.0,0.0,0.0
2010-04-07 00:00:00-04:00,18.43688697137018,18.43688697137018,18.298610921923263,18.331533432006836,3591200,0.0,0.0,0.0
2010-04-08 00:00:00-04:00,18.33153557018282,18.39738185394348,18.27885879435697,18.364458084106445,2570500,0.0,0.0,0.0
2010-04-09 00:00:00-04:00,18.39738384217986,18.476398386501167,18.351291815340176,18.46323013305664,3339000,0.0,0.0,0.0
2010-04-12 00:00:00-04:00,18.456646416411644,18.522491455078125,18.443476906312902,18.522491455078125,4090000,0.0,0.0,0.0
2010-04-13 00:00:00-04:00,18.456645378377612,18.51590691457536,18.3644600687847,18.46323013305664,3045800,0.0,0.0,0.0
2010-04-14 00:00:00-04:00,18.456648095347695,18.48957061767578,18.377632283481073,18.48957061767578,3626000,0.0,0.0,0.0
2010-04-15 00:00:00-04:00,18.410554583941746,18.456647872924805,18.371047306441405,18.456647872924805,3876300,0.0,0.0,0.0
2010-04-16 00:00:00-04:00,18.397382589107618,18.522489151747422,18.31178204002412,18.377628326416016,6525100,0.0,0.0,0.0
2010-04-19 00:00:00-04:00,18.33812157747749,18.456644645164513,18.324952068642602,18.45005989074707,4791100,0.0,0.0,0.0
2010-04-20 00:00:00-04:00,18.48298659225981,18.548832895431183,18.44347931272249,18.50274085998535,5377800,0.0,0.0,0.0
2010-04-21 00:00:00-04:00,18.535663383614153,18.568587163156728,18.463233580448037,18.50274085998535,5605500,0.0,0.0,0.0
2010-04-22 00:00:00-04:00,18.410555533179917,18.50274085998535,18.357878741825573,18.50274085998535,2422800,0.0,0.0,0.0
2010-04-23 00:00:00-04:00,18.482985639287133,18.482985639287133,18.35129429564809,18.456647872924805,4651200,0.0,0.0,0.0
2010-04-26 00:00:00-04:00,18.46981392836055,18.52249071072501,18.41055239121134,18.417137145996094,4452200,0.0,0.0,0.0
2010-04-27 00:00:00-04:00,18.33153617830623,18.371043447507862,18.08132054289784,18.09449005126953,8249300,0.0,0.0,0.0
2010-04-28 00:00:00-04:00,18.166920235863145,18.285443293799872,18.07473619342942,18.239351272583008,5162100,0.0,0.0,0.0
2010-04-29 00:00:00-04:00,18.29203165412776,18.377630959562474,18.206431092779415,18.298616409301758,4095500,0.0,0.0,0.0
2010-04-30 00:00:00-04:00,18.285449336378882,18.40397243348255,18.186680507430424,18.19326400756836,7474600,0.0,0.0,0.0
2010-05-03 00:00:00-04:00,18.213015847953415,18.344708439606116,18.186678083171053,18.298616409301758,3372800,0.0,0.0,0.0
2010-05-04 00:00:00-04:00,18.166925064851576,18.265693887415,18.081324497626547,18.114248275756836,12393300,0.0,0.0,0.0
2010-05-05 00:00:00-04:00,18.041808843740743,18.23276290050342,18.041808843740743,18.180086135864258,9048500,0.0,0.0,0.0
2010-05-06 00:00:00-04:00,18.107664657786444,18.153756694150964,16.4285908009754,17.725757598876953,11302200,0.0,0.0,0.0
2010-05-07 00:00:00-04:00,17.646738412918126,17.771846241958393,17.46895505744502,17.60723114013672,10845600,0.0,0.0,0.0
2010-05-10 00:00:00-04:00,18.18008824527564,18.18008824527564,17.949626902271756,18.120826721191406,8008800,0.0,0.0,0.0
2010-05-11 00:00:00-04:00,17.995725186315237,18.23935612082449,17.96280266409867,18.114248275756836,5904600,0.0,0.0,0.0
2010-05-12 00:00:00-04:00,18.114243460770535,18.239351272583008,18.06815143955367,18.239351272583008,6882700,0.0,0.0,0.0
2010-05-13 00:00:00-04:00,18.226179673649103,18.324948458626334,18.127410888671875,18.127410888671875,3342300,0.0,0.0,0.0
2010-05-14 00:00:00-04:00,18.101081504793378,18.160343058485672,17.89037431651585,17.956220626831055,7363700,0.0,0.0,0.0
2010-05-17 00:00:00-04:00,18.022066324019097,18.16034244065423,17.923296233949586,18.147172927856445,7124200,0.0,0.0,0.0
2010-05-18 00:00:00-04:00,18.23935367866827,18.292030460709856,18.035230049332757,18.04181480407715,8626600,0.0,0.0,0.0
2010-05-19 00:00:00-04:00,17.936458382323647,18.087903949575427,17.877196854979324,17.99571990966797,11727400,0.0,0.0,0.0
2010-05-20 00:00:00-04:00,17.778434489695787,17.778434489695787,17.422865197063246,17.462373733520508,18459000,0.0,0.0,0.0
2010-05-21 00:00:00-04:00,17.198983355439847,17.528213500976562,17.179229094578844,17.528213500976562,11228500,0.0,0.0,0.0
2010-05-24 00:00:00-04:00,17.44919488671807,17.528210661448384,17.35042611024003,17.40310287475586,6136100,0.0,0.0,0.0
2010-05-25 00:00:00-04:00,17.06070682556087,17.23849141374308,16.97510753638799,17.198984146118164,15939800,0.0,0.0,0.0
2010-05-26 00:00:00-04:00,17.2384950890315,17.357018173089042,17.073879973599055,17.08704948425293,7444000,0.0,0.0,0.0
2010-05-27 00:00:00-04:00,17.32410439232635,17.43604278564453,17.238505035513338,17.43604278564453,12368000,0.0,0.0,0.0
2010-05-28 00:00:00-04:00,17.449200249091767,17.48212276606427,17.330677178529132,17.350431442260742,7409900,0.0,0.0,0.0
2010-06-01 00:00:00-04:00,17.291174076231798,17.515050762183865,17.172650977090843,17.310928344726562,10514700,0.0,0.0,0.0
2010-06-02 00:00:00-04:00,17.38993925596865,17.60723114013672,17.330677718839762,17.60723114013672,7420600,0.0,0.0,0.0
2010-06-03 00:00:00-04:00,17.646736061955703,17.679659831481946,17.52821425940139,17.633567810058594,5494200,0.0,0.0,0.0
